fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,mosaic,mixup,copy_paste
0.0,0.01007,0.00607,0.95674,0.00033,2.47441,0.89736,7.2486,0.30585,1.06424,0.02435,0.58464,0.431,0.0,0.11225,0.265,0.0,0.0,0.0,0.46576,0.72228,0.0,0.0
0.0,0.00752,0.0054,0.84638,0.00049,1.87397,0.42002,6.32784,0.50629,1.90627,0.00751,0.70309,0.40591,0.0,0.10524,0.50798,0.0,0.0,0.0,0.41839,0.94311,0.0,0.0
0.0,0.01112,0.01,0.9121,0.00053,2.10517,0.78951,8.5672,0.5,1.80811,0.01358,0.71742,0.46333,0.0,0.0913,0.49784,0.0,0.0,0.0,0.50144,0.91785,0.0,0.0
0.0,0.00873,0.00675,0.87857,0.00036,2.69097,0.95,9.70877,0.48023,1.74186,0.02536,0.48058,0.34466,0.0,0.16234,0.33493,0.0,0.0,0.0,0.45003,0.90334,0.0,0.0
0.0,0.01159,0.01,0.93934,0.00058,2.86975,0.8,7.24182,0.5,1.36901,0.015,0.57378,0.33191,0.0,0.13735,0.51342,0.0,0.0,0.0,0.39705,1.0,0.0,0.0
0.0,0.0083,0.01244,0.90481,0.00028,2.48541,0.95,7.36369,0.43475,2.47769,0.01285,0.30113,0.39882,0.0,0.12681,0.40237,0.0,0.0,0.0,0.43985,0.70845,0.0,0.0
0.0,0.00896,0.01034,0.86069,0.00028,3.43201,0.94291,7.08921,0.43422,2.51545,0.01175,0.41186,0.43418,0.0,0.12572,0.3816,0.0,0.0,0.0,0.42923,0.83859,0.0,0.0
0.0,0.01193,0.00917,0.98,0.0004,2.64435,0.69587,8.99669,0.48892,1.66411,0.01298,0.79654,0.42954,0.0,0.10164,0.35709,0.0,0.0,0.0,0.4336,0.77444,0.0,0.0
0.0,0.01,0.00801,0.94167,0.0004,2.53064,0.87924,7.83619,0.51779,1.61537,0.01543,0.69023,0.42813,0.0,0.10164,0.54886,0.0,0.0,0.0,0.44963,0.99091,0.0,0.0
0.0,0.01006,0.01,0.90236,0.0005,3.0,0.82977,7.41885,0.5,1.43465,0.01343,0.72964,0.4,0.0,0.1,0.4983,0.0,0.0,0.0,0.50224,0.99518,0.0,0.0
0.0,0.00612,0.00998,0.93391,0.00047,3.02646,0.75177,5.8091,0.42906,1.45873,0.01354,0.6392,0.39672,0.0,0.07915,0.49998,0.0,0.0,0.0,0.51726,1.0,0.0,0.0
0.0,0.00999,0.00699,0.94515,0.00057,4.59748,0.75768,6.9113,0.59747,1.24565,0.01605,0.8754,0.35754,0.0,0.08018,0.41701,0.0,0.0,0.0,0.5508,0.59676,0.0,0.0
0.0,0.01082,0.00842,0.93129,0.00046,2.94989,0.79308,7.0535,0.56394,1.48058,0.01445,0.60078,0.32248,0.0,0.10155,0.48357,0.0,0.0,0.0,0.51522,0.97594,0.0,0.0
0.0,0.00875,0.0114,0.9281,0.00046,3.31525,0.82792,7.25173,0.44331,1.34618,0.0163,0.6192,0.36007,0.0,0.10442,0.45157,0.0,0.0,0.0,0.52291,0.9815,0.0,0.0
0.0,0.01032,0.01,0.91776,0.00051,3.37981,0.8318,7.00684,0.5,1.5,0.01459,0.67715,0.38199,0.0,0.10163,0.45265,0.0,0.0,0.0,0.517,0.96226,0.0,0.0
0.0,0.00997,0.01,0.9394,0.0005,2.94613,0.79666,7.5,0.49475,1.49441,0.01479,0.7,0.41957,0.0,0.10028,0.51259,0.0,0.0,0.0,0.51908,0.96465,0.0,0.0
0.0,0.00555,0.00789,0.94324,0.00059,2.05267,0.44936,5.35218,0.51945,1.36248,0.00802,0.70575,0.40777,0.0,0.10593,0.53574,0.0,0.0,0.0,0.37565,0.68136,0.0,0.0
0.0,0.00803,0.00803,0.87149,0.00028,3.35413,0.95,6.91217,0.54874,2.98184,0.01175,0.24551,0.28878,0.0,0.12956,0.41029,0.0,0.0,0.0,0.3563,0.81213,0.0,0.0
0.0,0.00848,0.0103,0.91808,0.00028,3.30942,0.95,7.08104,0.37417,2.42501,0.01214,0.37523,0.35255,0.0,0.13723,0.36845,0.0,0.0,0.0,0.49642,0.81213,0.0,0.0
0.0,0.01093,0.01072,0.93837,0.00031,2.36082,0.86004,8.77758,0.47099,1.29517,0.01397,0.55378,0.44476,0.0,0.09289,0.51015,0.0,0.0,0.0,0.48771,1.0,0.0,0.0
0.0,0.00953,0.00861,0.79658,0.0004,2.50829,0.84397,7.12265,0.45471,1.42569,0.01344,0.69023,0.18653,0.0,0.09751,0.48103,0.0,0.0,0.0,0.3658,0.5631,0.0,0.0
0.0,0.00899,0.01026,0.92812,0.00033,2.14378,0.84056,8.67571,0.47117,1.48617,0.0143,0.49728,0.4035,0.0,0.0951,0.60248,0.0,0.0,0.0,0.49428,0.98248,0.0,0.0
0.0,0.00995,0.01108,0.91418,0.00048,2.90929,0.8,7.64932,0.5,1.50105,0.01605,0.56443,0.36307,0.0,0.1,0.49015,0.0,0.0,0.0,0.53118,1.0,0.0,0.0
0.0,0.00999,0.00999,0.9366,0.0005,2.99373,0.79812,7.4974,0.50125,1.50002,0.01497,0.70111,0.40106,0.0,0.10004,0.49776,0.0,0.0,0.0,0.50113,1.0,0.0,0.0
0.0,0.01002,0.00918,0.86916,0.00029,2.4962,0.94221,6.70589,0.47117,1.27046,0.01489,0.58292,0.43411,0.0,0.09041,0.46621,0.0,0.0,0.0,0.45548,1.0,0.0,0.0
0.0,0.01066,0.01061,0.92812,0.00027,2.49017,0.69425,7.77509,0.38952,1.56386,0.01418,0.53954,0.48514,0.0,0.09661,0.52193,0.0,0.0,0.0,0.48307,0.85179,0.0,0.0
0.0,0.01028,0.00859,0.937,0.0005,3.0,0.78397,7.89208,0.5093,1.5,0.01501,0.69088,0.4,0.0,0.11387,0.53314,0.0,0.0,0.0,0.50472,1.0,0.0,0.0
0.0,0.01074,0.01072,0.94514,0.00046,2.6457,0.84482,7.4221,0.54457,1.41617,0.01593,0.71075,0.34311,0.0,0.09833,0.39918,0.0,0.0,0.0,0.6086,0.99069,0.0,0.0
0.0,0.0085,0.00902,0.85937,0.00054,4.06603,0.82873,5.223,0.50812,1.48947,0.01661,0.76885,0.38793,0.0,0.08276,0.43458,0.0,0.0,0.0,0.54307,0.72535,0.0,0.0
0.0,0.01229,0.01034,0.90625,0.00044,3.07244,0.70842,7.4168,0.53287,1.41342,0.0166,0.59623,0.29726,0.0,0.08997,0.48309,0.0,0.0,0.0,0.49549,0.99069,0.0,0.0
0.0,0.01095,0.0099,0.94201,0.00044,2.91825,0.84733,7.40316,0.53246,1.48608,0.01593,0.61219,0.3405,0.0,0.09713,0.49505,0.0,0.0,0.0,0.52048,1.0,0.0,0.0
0.0,0.00645,0.0102,0.91912,0.00059,2.48308,0.46166,7.18704,0.67764,2.038,0.00863,0.52545,0.55196,0.0,0.10285,0.54239,0.0,0.0,0.0,0.4861,0.98465,0.0,0.0
0.0,0.00965,0.01083,0.98,0.00051,2.77185,0.95,7.5,0.56047,1.40764,0.01623,0.674,0.4,0.0,0.09985,0.5,0.0,0.0,0.0,0.5,0.98435,0.0,0.0
0.0,0.00632,0.01005,0.935,0.00059,2.42824,0.50932,6.6878,0.62506,2.14195,0.00868,0.53371,0.55206,0.0,0.09141,0.52878,0.0,0.0,0.0,0.4861,1.0,0.0,0.0
0.0,0.00982,0.01011,0.93381,0.0005,2.79195,0.77725,7.5,0.52611,1.5,0.01627,0.7404,0.4,0.0,0.1,0.45699,0.0,0.0,0.0,0.49667,0.97158,0.0,0.0
0.0,0.00847,0.00716,0.83698,0.00061,2.01155,0.4489,4.86358,0.61622,2.20928,0.014,0.4332,0.50971,0.0,0.07757,0.61556,0.0,0.0,0.0,0.47089,1.0,0.0,0.0
0.0,0.0091,0.01007,0.937,0.00051,3.0,0.94479,8.39236,0.44526,1.62198,0.01383,0.7,0.4,0.0,0.09562,0.44985,0.0,0.0,0.0,0.52095,1.0,0.0,0.0
0.0,0.00982,0.0091,0.80495,0.00061,2.09117,0.43245,4.14569,0.60494,2.21579,0.01118,0.52564,0.56489,0.0,0.08946,0.61463,0.0,0.0,0.0,0.42531,1.0,0.0,0.0
0.0,0.01246,0.00999,0.91592,0.00073,2.24374,0.85077,5.61262,0.32235,1.24257,0.02031,0.52114,0.45282,0.0,0.09828,0.72494,0.0,0.0,0.0,0.34724,0.99392,0.0,0.0
0.0,0.0105,0.00883,0.93616,0.00051,3.1232,0.75747,7.66839,0.50199,1.40183,0.0136,0.70513,0.40191,0.0,0.09569,0.52087,0.0,0.0,0.0,0.49997,1.0,0.0,0.0
0.0,0.01054,0.01016,0.94023,0.00047,3.08812,0.8095,7.10241,0.45384,1.48807,0.01728,0.63401,0.4151,0.0,0.1101,0.52022,0.0,0.0,0.0,0.50543,0.96966,0.0,0.0
0.0,0.0099,0.01103,0.95905,0.00065,1.88738,0.85077,5.45207,0.45046,1.57283,0.01756,0.45358,0.35354,0.0,0.10078,0.53871,0.0,0.0,0.0,0.47299,1.0,0.0,0.0
0.0,0.01169,0.00823,0.89623,0.00077,3.04518,0.76585,4.24422,0.46849,1.4876,0.01478,0.72226,0.38378,0.0,0.09221,0.41596,0.0,0.0,0.0,0.58494,0.82003,0.0,0.0
0.0,0.01029,0.01463,0.89408,0.00067,2.97753,0.95,5.57259,0.50163,1.62148,0.01478,0.69227,0.38185,0.0,0.09322,0.42639,0.0,0.0,0.0,0.46145,1.0,0.0,0.0
0.0,0.0134,0.01179,0.93256,0.00046,2.99705,0.84499,7.13878,0.58356,1.52696,0.01317,0.71695,0.4,0.0,0.09979,0.47114,0.0,0.0,0.0,0.48291,1.0,0.0,0.0
0.0,0.01115,0.01276,0.96321,0.0005,2.74046,0.8,9.23933,0.48638,1.52599,0.0088,0.61438,0.38208,0.0,0.11989,0.5411,0.0,0.0,0.0,0.53528,0.94194,0.0,0.0
0.0,0.01,0.00951,0.93842,0.00046,2.82277,0.76849,7.5,0.51508,1.40364,0.01484,0.72263,0.43278,0.0,0.10077,0.52486,0.0,0.0,0.0,0.50083,1.0,0.0,0.0
0.0,0.0121,0.01123,0.96435,0.0005,2.1278,0.75974,11.68248,0.51059,0.89712,0.01483,0.53101,0.48977,0.0,0.09887,0.4208,0.0,0.0,0.0,0.48291,1.0,0.0,0.0
0.0,0.01024,0.00825,0.96193,0.00079,3.62962,0.83632,9.1381,0.34104,1.59805,0.01258,0.59296,0.42884,0.0,0.09262,0.3405,0.0,0.0,0.0,0.54693,0.83504,0.0,0.0
0.0,0.01385,0.01036,0.95505,0.0005,2.81745,0.79633,7.74811,0.5112,1.58155,0.01317,0.70319,0.38543,0.0,0.10216,0.48223,0.0,0.0,0.0,0.50125,1.0,0.0,0.0
0.0,0.01181,0.01465,0.86861,0.00078,2.80094,0.81708,6.34302,0.38999,1.40887,0.01463,0.64262,0.3558,0.0,0.09768,0.31079,0.0,0.0,0.0,0.5006,0.88118,0.0,0.0
0.0,0.01111,0.01104,0.9661,0.00086,3.83738,0.78791,7.27798,0.36434,1.56916,0.01567,0.66773,0.36759,0.0,0.1102,0.37038,0.0,0.0,0.0,0.57549,0.97958,0.0,0.0
0.0,0.01136,0.01236,0.98,0.0008,4.12428,0.81293,7.16819,0.30557,1.63717,0.01609,0.70248,0.37026,0.0,0.10838,0.36776,0.0,0.0,0.0,0.53246,1.0,0.0,0.0
0.0,0.0112,0.01329,0.937,0.00064,3.89699,0.7323,9.15758,0.39028,1.57853,0.01218,0.68515,0.39216,0.0,0.1,0.5,0.0,0.0,0.0,0.38849,1.0,0.0,0.0
0.0,0.01117,0.01157,0.98,0.001,3.90349,0.78998,5.60705,0.36734,1.4491,0.01567,0.79701,0.37026,0.0,0.14454,0.34263,0.0,0.0,0.0,0.63458,1.0,0.0,0.0
0.0,0.01024,0.0101,0.92984,0.00049,3.13244,0.8,7.5,0.55186,1.4086,0.015,0.71608,0.41258,0.0,0.1,0.43714,0.0,0.0,0.0,0.5,0.9823,0.0,0.0
0.0,0.01113,0.01088,0.97953,0.00082,3.86532,0.75292,8.30904,0.41209,1.54094,0.01345,0.65335,0.40314,0.0,0.1171,0.34091,0.0,0.0,0.0,0.53489,0.99168,0.0,0.0
0.0,0.00597,0.01036,0.93829,0.00038,3.15386,0.57611,6.10187,0.47449,1.48392,0.01487,0.63899,0.45754,0.0,0.08994,0.5979,0.0,0.0,0.0,0.41598,0.82142,0.0,0.0
0.0,0.00772,0.0085,0.95641,0.00049,3.14707,0.77405,7.47343,0.49507,1.62478,0.0112,0.8077,0.43194,0.0,0.1,0.56877,0.0,0.0,0.0,0.55712,0.86324,0.0,0.0
0.0,0.01071,0.00809,0.94682,0.00032,2.23517,0.80301,7.77327,0.4798,1.19472,0.01711,0.846,0.4318,0.0,0.1581,0.49745,0.0,0.0,0.0,0.462,0.9657,0.0,0.0
0.0,0.00735,0.00758,0.91175,0.00037,1.31799,0.64048,5.45073,0.70713,1.91764,0.02102,0.44707,0.40576,0.0,0.08124,0.48434,0.0,0.0,0.0,0.26135,0.61102,0.0,0.0
0.0,0.00792,0.00941,0.92088,0.00026,1.84652,0.95,6.14665,0.71367,2.03542,0.01621,0.46697,0.39328,0.0,0.08091,0.58247,0.0,0.0,0.0,0.23096,0.99111,0.0,0.0
0.0,0.00594,0.00572,0.937,0.0005,2.60478,0.68171,7.5,0.53791,1.09068,0.0111,0.79571,0.3862,0.0,0.0747,0.5753,0.0,0.0,0.0,0.5395,1.0,0.0,0.0
0.0,0.01034,0.00831,0.86647,0.0006,3.26233,0.77881,6.99694,0.6268,1.64269,0.01528,0.73795,0.44598,0.0,0.12051,0.55414,0.0,0.0,0.0,0.73304,0.91893,0.0,0.0
0.0,0.00932,0.00832,0.9664,0.00046,2.95402,0.95,6.67078,0.61064,1.62414,0.01636,0.61914,0.44501,0.0,0.135,0.32949,0.0,0.0,0.0,0.59376,0.76928,0.0,0.0
0.0,0.00728,0.01008,0.90638,0.0004,1.7261,0.89912,6.93602,0.67026,1.94306,0.01631,0.51847,0.27499,0.0,0.07677,0.56983,0.0,0.0,0.0,0.16291,0.98554,0.0,0.0
0.0,0.00778,0.00921,0.91101,0.00037,1.78722,0.95,6.39578,0.6468,1.89204,0.01636,0.58957,0.33591,0.0,0.08319,0.58247,0.0,0.0,0.0,0.23742,0.99426,0.0,0.0
0.0,0.00954,0.01036,0.8987,0.00052,3.11339,0.6757,7.57013,0.53056,1.70083,0.01423,0.72321,0.4,0.0,0.11496,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0
0.0,0.00735,0.00528,0.86167,0.00051,2.01648,0.42344,6.22692,0.48465,1.8216,0.00779,0.65956,0.40928,0.0,0.10713,0.49524,0.0,0.0,0.0,0.42239,1.0,0.0,0.0
0.0,0.00665,0.00567,0.90425,0.00053,1.90626,0.45281,6.36574,0.49127,1.92566,0.00939,0.6764,0.3578,0.0,0.10073,0.48895,0.0,0.0,0.0,0.41401,0.9302,0.0,0.0
0.0,0.00965,0.00594,0.95674,0.00033,2.47441,0.85799,6.66733,0.30585,1.0896,0.02543,0.44335,0.3967,0.0,0.11225,0.26214,0.0,0.0,0.0,0.46576,0.75781,0.0,0.0
0.0,0.00684,0.00802,0.90814,0.00048,1.87397,0.33947,7.25293,0.31705,2.20478,0.00587,0.79061,0.31808,0.0,0.07306,0.50798,0.0,0.0,0.0,0.39454,1.0,0.0,0.0
