                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                 1.5189,                0.97107,                0.99015,                0.73351,                0.73479,                0.76164,                0.40805,                 1.6945,                 1.0927,                 1.1326,              0.0015743,              0.0015743,              0.0015743
                     89,                 1.5127,                 0.9487,                0.97841,                0.77157,                0.71908,                 0.7892,                0.42596,                 1.6414,                0.99988,                 1.1111,              0.0015693,              0.0015693,              0.0015693
                     90,                 1.4966,                0.94705,                0.99309,                0.77394,                0.73479,                0.79706,                0.42199,                 1.6525,                 1.0721,                 1.1244,              0.0015644,              0.0015644,              0.0015644
                     91,                 1.4884,                0.94049,                0.96077,                0.75064,                0.74818,                0.78767,                 0.4152,                 1.6595,                 1.0147,                 1.1209,              0.0015594,              0.0015594,              0.0015594
                     92,                  1.523,                0.93203,                 1.0013,                0.79089,                0.71411,                0.79909,                0.43021,                 1.6371,                 1.0552,                 1.1208,              0.0015545,              0.0015545,              0.0015545
                     93,                 1.4943,                0.93866,                0.98453,                0.75123,                0.70073,                0.77577,                0.41765,                 1.6778,                 1.1072,                 1.1425,              0.0015496,              0.0015496,              0.0015496
                     94,                 1.4993,                0.92015,                0.98488,                0.77754,                0.72384,                0.78991,                0.42535,                 1.6962,                 1.0153,                 1.1549,              0.0015446,              0.0015446,              0.0015446
                     95,                 1.5073,                0.90184,                0.97413,                0.76029,                0.75547,                0.79529,                0.43482,                 1.6675,                 1.0735,                 1.1301,              0.0015397,              0.0015397,              0.0015397
                     96,                 1.4903,                0.92105,                0.99381,                0.77534,                0.74331,                0.79267,                0.43198,                 1.6294,                 1.0269,                  1.135,              0.0015347,              0.0015347,              0.0015347
                     97,                 1.5127,                0.92276,                0.97434,                0.77076,                0.73844,                0.79342,                0.43266,                 1.6483,                 1.0251,                 1.1366,              0.0015298,              0.0015298,              0.0015298
                     98,                 1.4906,                0.92124,                0.97838,                 0.7686,                0.74453,                0.79292,                0.42566,                 1.6499,                0.99329,                 1.1193,              0.0015248,              0.0015248,              0.0015248
                     99,                 1.5009,                0.93549,                 1.0016,                0.77265,                0.74209,                0.79145,                0.42978,                 1.6441,                 1.0395,                 1.1172,              0.0015199,              0.0015199,              0.0015199
                    100,                 1.4911,                0.92853,                0.98783,                0.74993,                0.73114,                0.79287,                0.42466,                 1.7054,                 1.0209,                 1.1385,              0.0015149,              0.0015149,              0.0015149
                    101,                 1.4929,                0.92302,                0.96644,                0.77046,                0.74209,                0.79951,                0.43397,                 1.6666,                 1.0058,                 1.1228,              0.0015099,              0.0015099,              0.0015099
